,,0.072,2,6,,,,,,,
375896,RR,16.6,9.5,No,31565,,,,,,
14029955,LF,124.4,0.2,No,76952,,,,,,
14029955,LR,124.4,0.2,No,76952,,,,,,
14029955,RF,124.4,0.2,No,76952,,,,,,
14029955,RR,124.4,0.2,No,76952,,,,,,
17364924,LF,19.8,7.8,No,25213,,,,,,
17364924,LR,19.8,7.9,No,25213,,,,,,
17364924,RF,19.8,7.8,No,25213,,,,,,
17364924,RR,19.8,7.8,No,25213,,,,,,
19292455,LF,31.5,5.9,No,44658,,,,,,
19292455,LR,31.5,6.0,No,44658,,,,,,
19292455,RF,31.5,6.0,No,44658,,,,,,
19292455,RR,31.5,6.0,Yes,44658,,,,,,
8464522,LF,68.5,0.2,No,911,,,,,,
8464522,LR,68.5,0.2,Yes,911,,,,,,
8464522,RF,68.5,0.2,Yes,911,,,,,,
8464522,RR,68.5,0.2,No,911,,,,,,
19956977,LF,8.7,9.4,No,17168,,,,,,
19956977,LR,8.7,9.5,No,17168,,,,,,
19956977,RF,8.7,9.5,No,17168,,,,,,
19956977,RR,8.7,9.5,No,17168,,,,,,
13474573,LF,8.8,9.4,No,5069,,,,,,
13474573,LR,8.8,9.4,No,5069,,,,,,
13474573,RF,8.8,9.5,No,5069,,,,,,
13474573,RR,8.8,9.4,No,5069,,,,,,
21170070,LF,0.2,11.0,No,131,,,,,,
21170070,LR,27.8,6.0,No,131,,,,,,
21170070,RF,0.2,10.9,No,131,,,,,,
21170070,RR,0.2,10.9,No,131,,,,,,
17584395,LF,2.9,10.5,No,84,,,,,,
17584395,LR,2.9,10.5,No,84,,,,,,
17584395,RF,2.9,10.5,No,84,,,,,,
17584395,RR,2.9,10.5,No,84,,,,,,
11167746,LF,13.6,8.5,No,2580,,,,,,
11167746,LR,13.6,8.5,No,2580,,,,,,
11167746,RF,13.6,8.6,No,2580,,,,,,
11167746,RR,13.6,8.5,No,2580,,,,,,
11331678,LF,16.5,8.1,Yes,31062,,,,,,
11331678,LR,16.5,8.0,No,31062,,,,,,
11331678,RF,16.5,8.0,No,31062,,,,,,
11331678,RR,16.5,8.0,No,31062,,,,,,
10125924,LF,20.0,7.4,No,39359,,,,,,
10125924,LR,20.0,7.4,No,39359,,,,,,
10125924,RF,20.0,7.4,No,39359,,,,,,
10125924,RR,20.0,7.4,No,39359,,,,,,
14522629,LF,29.2,5.8,No,23928,,,,,,
14522629,LR,29.2,5.8,No,23928,,,,,,
14522629,RF,29.2,5.8,No,23928,,,,,,
14522629,RR,29.2,5.7,No,23928,,,,,,
13991272,LF,31.5,5.4,No,69610,,,,,,
13991272,LR,31.5,5.4,No,69610,,,,,,
13991272,RF,31.5,5.4,No,69610,,,,,,
13991272,RR,31.5,5.4,No,69610,,,,,,
12595066,LF,24.8,6.6,No,51186,,,,,,
12595066,LR,24.8,6.5,No,51186,,,,,,
12595066,RF,24.8,6.5,Yes,51186,,,,,,
12595066,RR,24.8,6.6,No,51186,,,,,,
4818957,LF,22.5,7.0,No,14819,,,,,,
4818957,LR,22.5,6.9,No,14819,,,,,,
4818957,RF,22.5,7.0,No,14819,,,,,,
4818957,RR,22.5,6.9,No,14819,,,,,,
18112926,LF,22.0,7.1,No,38095,,,,,,
18112926,LR,22.0,7.1,No,38095,,,,,,
18112926,RF,22.0,7.1,No,38095,,,,,,
18112926,RR,22.0,7.1,No,38095,,,,,,
8052406,LF,4.8,10.2,No,9933,,,,,,
8052406,LR,4.8,10.1,No,9933,,,,,,
8052406,RF,4.8,10.2,No,9933,,,,,,
8052406,RR,4.8,10.2,No,9933,,,,,,
14939502,LF,12.2,8.9,No,7168,,,,,,
14939502,LR,12.2,8.8,No,7168,,,,,,
14939502,RF,12.2,8.9,No,7168,,,,,,
14939502,RR,12.2,8.9,No,7168,,,,,,
18693108,LF,10.2,9.3,No,5574,,,,,,
18693108,LR,10.2,9.1,No,5574,,,,,,
18693108,RF,10.2,9.2,No,5574,,,,,,
18693108,RR,10.2,9.2,No,5574,,,,,,
2497437,LF,11.6,8.9,No,23936,,,,,,
2497437,LR,11.6,8.9,No,23936,,,,,,
2497437,RF,11.6,8.9,No,23936,,,,,,
2497437,RR,11.6,9.0,No,23936,,,,,,
10387029,LF,14.3,8.4,No,14154,,,,,,
10387029,LR,21.3,7.2,Yes,14154,,,,,,
10387029,RF,14.3,8.4,No,14154,,,,,,
10387029,RR,14.3,8.5,No,14154,,,,,,
1501471,LF,4.2,10.3,No,6730,,,,,,
1501471,LR,4.2,10.2,No,6730,,,,,,
1501471,RF,4.2,10.3,No,6730,,,,,,
1501471,RR,4.2,10.2,No,6730,,,,,,
13173538,LF,16.5,8.1,No,3835,,,,,,
13173538,LR,16.5,8.0,No,3835,,,,,,
13173538,RF,16.5,8.1,No,3835,,,,,,
13173538,RR,16.5,8.0,No,3835,,,,,,
11557176,LF,19.8,7.5,No,28581,,,,,,
11557176,LR,19.8,7.5,No,28581,,,,,,
11557176,RF,19.8,7.5,No,28581,,,,,,
11557176,RR,19.8,7.5,No,28581,,,,,,
1255851,LF,21.9,7.2,No,3166,,,,,,
1255851,LR,21.9,7.1,No,3166,,,,,,
1255851,RF,21.9,7.2,No,3166,,,,,,
1255851,RR,21.9,7.1,No,3166,,,,,,
21737268,LF,25.6,6.4,No,3944,,,,,,
21737268,LR,25.6,6.4,No,3944,,,,,,
21737268,RF,25.6,6.4,Yes,3944,,,,,,
21737268,RR,25.6,6.5,No,3944,,,,,,
12059905,LF,15.4,8.3,No,30155,,,,,,
12059905,LR,15.4,8.3,No,30155,,,,,,
12059905,RF,15.4,8.3,No,30155,,,,,,
12059905,RR,15.4,8.2,No,30155,,,,,,
18715386,LF,4.7,10.1,No,3241,,,,,,
18715386,LR,4.7,10.2,No,3241,,,,,,
18715386,RF,4.7,10.2,No,3241,,,,,,
18715386,RR,4.7,10.2,No,3241,,,,,,
2617400,LF,6.5,9.9,No,14137,,,,,,
2617400,LR,6.5,9.8,No,14137,,,,,,
2617400,RF,6.5,9.8,No,14137,,,,,,
2617400,RR,6.5,9.8,No,14137,,,,,,
10333234,LF,9.9,9.3,No,18241,,,,,,
10333234,LR,9.9,9.2,No,18241,,,,,,
10333234,RF,9.9,9.2,No,18241,,,,,,
10333234,RR,9.9,9.2,No,18241,,,,,,
7137988,LF,26.9,6.3,No,32502,,,,,,
7137988,LR,2.4,10.6,No,32502,,,,,,
7137988,RF,26.9,6.2,No,32502,,,,,,
7137988,RR,26.9,6.2,No,32502,,,,,,
2256233,LF,35.4,4.7,No,55992,,,,,,
2256233,LR,35.4,4.8,No,55992,,,,,,
2256233,RF,35.4,4.7,No,55992,,,,,,
2256233,RR,35.4,4.8,Yes,55992,,,,,,
12911405,LF,23.3,6.9,No,45490,,,,,,
12911405,LR,23.3,6.9,No,45490,,,,,,
12911405,RF,23.3,6.8,No,45490,,,,,,
12911405,RR,23.3,6.9,Yes,45490,,,,,,
2904323,LF,13.9,8.6,No,2795,,,,,,
2904323,LR,13.9,8.6,No,2795,,,,,,
2904323,RF,13.9,8.5,No,2795,,,,,,
2904323,RR,13.9,8.6,No,2795,,,,,,
304020,LF,20.9,7.4,No,6407,,,,,,
304020,LR,20.9,7.3,Yes,6407,,,,,,
304020,RF,20.9,7.3,No,6407,,,,,,
304020,RR,20.9,7.3,No,6407,,,,,,
9716031,LF,30.5,5.6,No,8756,,,,,,
9716031,LR,30.5,5.5,No,8756,,,,,,
9716031,RF,30.5,5.6,No,8756,,,,,,
9716031,RR,30.5,5.6,No,8756,,,,,,
15378050,LF,20.5,7.4,No,3,,,,,,
15378050,LR,20.5,7.3,Yes,3,,,,,,
15378050,RF,20.5,7.4,No,3,,,,,,
15378050,RR,20.5,7.3,No,3,,,,,,
12407643,LF,21.6,7.1,No,45852,,,,,,
12407643,LR,21.6,7.1,No,45852,,,,,,
12407643,RF,21.6,7.1,No,45852,,,,,,
12407643,RR,21.6,7.1,Yes,45852,,,,,,
3899418,LF,26.8,6.3,No,18973,,,,,,
3899418,LR,26.8,6.2,No,18973,,,,,,
3899418,RF,26.8,6.2,No,18973,,,,,,
3899418,RR,26.8,6.2,No,18973,,,,,,
1909265,LF,4.3,10.3,No,10356,,,,,,
1909265,LR,4.3,10.2,No,10356,,,,,,
1909265,RF,4.3,10.3,No,10356,,,,,,
1909265,RR,4.3,10.2,No,10356,,,,,,
12304405,LF,26.0,6.4,No,13905,,,,,,
12304405,LR,26.0,6.3,No,13905,,,,,,
12304405,RF,26.0,6.3,No,13905,,,,,,
12304405,RR,26.0,6.3,No,13905,,,,,,
5096159,LF,14.7,8.4,No,30453,,,,,,
5096159,LR,14.7,8.4,No,30453,,,,,,
5096159,RF,14.7,8.4,No,30453,,,,,,
5096159,RR,14.7,8.4,No,30453,,,,,,
10342697,LF,52.0,1.7,No,23220,,,,,,
10342697,LR,52.0,1.7,No,23220,,,,,,
10342697,RF,52.0,1.7,No,23220,,,,,,
10342697,RR,52.0,1.7,No,23220,,,,,,
17788935,LF,15.3,8.3,No,26785,,,,,,
17788935,LR,15.3,8.3,No,26785,,,,,,
17788935,RF,15.3,8.3,No,26785,,,,,,
17788935,RR,15.3,8.3,No,26785,,,,,,
11094431,LF,26.9,6.3,No,43642,,,,,,
11094431,LR,0.9,10.9,No,43642,,,,,,
11094431,RF,26.9,6.2,No,43642,,,,,,
11094431,RR,26.9,6.2,No,43642,,,,,,
18603768,LF,32.7,5.1,No,48593,,,,,,
18603768,LR,32.7,5.2,No,48593,,,,,,
18603768,RF,32.7,5.2,No,48593,,,,,,
18603768,RR,32.7,5.3,No,48593,,,,,,
6361291,LF,11.8,9.0,No,13016,,,,,,
6361291,LR,11.8,9.0,No,13016,,,,,,
6361291,RF,11.8,8.9,No,13016,,,,,,
6361291,RR,11.8,8.9,No,13016,,,,,,
9780622,LF,39.5,4.0,No,6148,,,,,,
9780622,LR,39.5,4.0,No,6148,,,,,,
9780622,RF,39.5,3.9,No,6148,,,,,,
9780622,RR,39.5,3.9,No,6148,,,,,,
8376348,LF,23.7,6.8,No,50305,,,,,,
8376348,LR,23.7,6.7,Yes,50305,,,,,,
8376348,RF,23.7,6.8,No,50305,,,,,,
8376348,RR,23.7,6.8,No,50305,,,,,,
17838638,LF,8.6,9.5,No,3115,,,,,,
17838638,LR,8.6,9.4,No,3115,,,,,,
17838638,RF,8.6,9.5,No,3115,,,,,,
17838638,RR,8.6,9.5,No,3115,,,,,,
21759757,LF,37.3,4.3,No,49178,,,,,,
21759757,LR,37.3,4.4,No,49178,,,,,,
21759757,RF,37.3,4.4,No,49178,,,,,,
21759757,RR,37.3,4.4,No,49178,,,,,,
18993430,LF,8.0,9.6,No,6778,,,,,,
18993430,LR,8.0,9.6,No,6778,,,,,,
18993430,RF,8.0,9.5,No,6778,,,,,,
18993430,RR,8.0,9.5,No,6778,,,,,,
16362808,LF,9.2,9.4,No,20519,,,,,,
16362808,LR,9.2,9.3,No,20519,,,,,,
16362808,RF,9.2,9.4,No,20519,,,,,,
16362808,RR,9.2,9.4,No,20519,,,,,,
5170452,LF,20.3,7.4,No,44565,,,,,,
5170452,LR,20.3,7.3,No,44565,,,,,,
5170452,RF,20.3,7.4,No,44565,,,,,,
5170452,RR,20.3,7.4,No,44565,,,,,,
55419,LF,7.8,9.6,No,14740,,,,,,
55419,LR,46.0,2.8,Yes,14740,,,,,,
55419,RF,7.8,9.7,No,14740,,,,,,
55419,RR,7.8,9.6,Yes,14740,,,,,,
6540965,LF,12.9,8.6,No,17248,,,,,,
6540965,LR,12.9,8.7,No,17248,,,,,,
6540965,RF,12.9,8.7,No,17248,,,,,,
6540965,RR,12.9,8.7,No,17248,,,,,,
263773,LF,20.3,7.3,No,3236,,,,,,
263773,LR,20.3,7.3,No,3236,,,,,,
263773,RF,20.3,7.5,No,3236,,,,,,
263773,RR,20.3,7.3,No,3236,,,,,,
21736566,LF,30.0,5.7,Yes,25516,,,,,,
21736566,LR,30.0,5.6,No,25516,,,,,,
21736566,RF,30.0,5.6,No,25516,,,,,,
21736566,RR,30.0,5.7,No,25516,,,,,,
18411876,LF,8.5,9.5,No,17995,,,,,,
18411876,LR,8.5,9.5,No,17995,,,,,,
18411876,RF,8.5,9.5,No,17995,,,,,,
18411876,RR,8.5,9.5,No,17995,,,,,,
3669098,LF,6.4,9.8,No,9022,,,,,,
3669098,LR,6.4,9.9,No,9022,,,,,,
3669098,RF,6.4,9.9,No,9022,,,,,,
3669098,RR,6.4,9.8,No,9022,,,,,,
17241368,LF,55.8,1.1,No,49913,,,,,,
17241368,LR,55.8,1.1,No,49913,,,,,,
17241368,RF,55.8,1.1,No,49913,,,,,,
17241368,RR,55.8,1.1,Yes,49913,,,,,,
16444592,LF,9.4,9.3,No,15937,,,,,,
16444592,LR,9.4,9.2,No,15937,,,,,,
16444592,RF,9.4,9.4,No,15937,,,,,,
16444592,RR,9.4,9.4,No,15937,,,,,,
923448,LF,21.1,7.2,No,51381,,,,,,
923448,LR,21.1,7.2,No,51381,,,,,,
923448,RF,21.1,7.3,No,51381,,,,,,
923448,RR,21.1,7.2,No,51381,,,,,,
17239336,LF,6.7,9.8,No,3497,,,,,,
17239336,LR,6.7,9.7,No,3497,,,,,,
17239336,RF,6.7,9.8,No,3497,,,,,,
17239336,RR,6.7,9.8,No,3497,,,,,,
8825908,LF,17.9,7.8,No,8816,,,,,,
8825908,LR,17.9,7.8,No,8816,,,,,,
8825908,RF,17.9,7.8,Yes,8816,,,,,,
8825908,RR,17.9,7.8,No,8816,,,,,,
20550437,LF,18.4,7.7,No,10123,,,,,,
20550437,LR,18.4,7.7,No,10123,,,,,,
20550437,RF,18.4,7.7,No,10123,,,,,,
20550437,RR,18.4,7.8,No,10123,,,,,,
21581156,LF,20.7,7.3,No,19204,,,,,,
21581156,LR,20.7,7.3,No,19204,,,,,,
21581156,RF,20.7,7.3,No,19204,,,,,,
21581156,RR,20.7,7.3,No,19204,,,,,,
19917343,LF,41.6,3.6,Yes,28907,,,,,,
19917343,LR,41.6,3.6,No,28907,,,,,,
19917343,RF,41.6,3.6,No,28907,,,,,,
19917343,RR,41.6,3.6,No,28907,,,,,,
1425608,LF,17.9,7.8,No,4448,,,,,,
1425608,LR,12.4,8.8,No,4448,,,,,,
1425608,RF,17.9,7.7,No,4448,,,,,,
1425608,RR,17.9,7.8,No,4448,,,,,,
5090017,LF,7.0,9.7,No,6146,,,,,,
5090017,LR,7.0,9.7,No,6146,,,,,,
5090017,RF,7.0,9.8,No,6146,,,,,,
5090017,RR,7.0,9.8,No,6146,,,,,,
6970025,LF,20.5,7.4,No,22443,,,,,,
6970025,LR,20.5,7.3,No,22443,,,,,,
6970025,RF,20.5,7.4,No,22443,,,,,,
6970025,RR,20.5,7.3,No,22443,,,,,,
9793349,LF,36.4,4.5,No,13616,,,,,,
9793349,LR,36.4,4.5,No,13616,,,,,,
9793349,RF,36.4,4.5,Yes,13616,,,,,,
9793349,RR,36.4,4.5,No,13616,,,,,,
1713991,LF,24.3,6.6,No,20066,,,,,,
1713991,LR,24.3,6.6,No,20066,,,,,,
1713991,RF,24.3,6.7,No,20066,,,,,,
1713991,RR,24.3,6.7,No,20066,,,,,,
2014414,LF,2.8,10.6,No,2508,,,,,,
2014414,LR,2.8,10.5,No,2508,,,,,,
2014414,RF,2.8,10.5,No,2508,,,,,,
2014414,RR,2.8,10.5,No,2508,,,,,,
21837178,LF,5.4,10.0,No,2495,,,,,,
21837178,LR,5.4,10.1,No,2495,,,,,,
21837178,RF,5.4,10.1,No,2495,,,,,,
21837178,RR,5.4,10.1,No,2495,,,,,,
13105394,LF,6.0,10.0,No,12607,,,,,,
13105394,LR,6.0,9.9,No,12607,,,,,,
13105394,RF,6.0,9.9,No,12607,,,,,,
13105394,RR,6.0,9.9,No,12607,,,,,,
2002187,LF,11.3,9.0,No,5506,,,,,,
2002187,LR,11.3,9.0,No,5506,,,,,,
2002187,RF,11.3,9.0,No,5506,,,,,,
2002187,RR,11.3,9.0,No,5506,,,,,,
20786554,LF,15.8,8.1,No,2070,,,,,,
20786554,LR,15.8,8.1,No,2070,,,,,,
20786554,RF,15.8,8.2,No,2070,,,,,,
20786554,RR,15.8,8.2,No,2070,,,,,,
18390828,LF,45.7,2.9,No,84228,,,,,,
18390828,LR,12.9,8.7,No,84228,,,,,,
18390828,RF,45.7,2.9,No,84228,,,,,,
18390828,RR,45.7,2.8,No,84228,,,,,,
10886591,LF,18.4,7.7,No,33166,,,,,,
10886591,LR,18.4,7.8,No,33166,,,,,,
10886591,RF,18.4,7.8,No,33166,,,,,,
10886591,RR,18.4,7.8,No,33166,,,,,,
18890297,LF,11.8,8.8,No,3558,,,,,,
18890297,LR,11.8,8.9,No,3558,,,,,,
18890297,RF,11.8,8.9,No,3558,,,,,,
18890297,RR,11.8,9.0,No,3558,,,,,,
6093200,LF,16.7,8.0,No,23669,,,,,,
6093200,LR,16.7,8.0,No,23669,,,,,,
6093200,RF,16.7,8.1,No,23669,,,,,,
6093200,RR,16.7,8.0,No,23669,,,,,,
12849936,LF,14.0,8.5,No,13064,,,,,,
12849936,LR,14.0,8.5,No,13064,,,,,,
12849936,RF,14.0,8.6,No,13064,,,,,,
12849936,RR,14.0,8.5,No,13064,,,,,,
6763243,LF,33.2,5.0,No,47428,,,,,,
6763243,LR,33.2,5.1,No,47428,,,,,,
6763243,RF,33.2,5.1,No,47428,,,,,,
6763243,RR,33.2,5.1,No,47428,,,,,,
6543388,LF,52.1,1.7,No,71956,,,,,,
6543388,LR,52.1,1.7,No,71956,,,,,,
6543388,RF,52.1,1.7,No,71956,,,,,,
6543388,RR,52.1,1.8,No,71956,,,,,,
11224280,LF,33.1,5.1,No,48535,,,,,,
11224280,LR,33.1,5.1,No,48535,,,,,,
11224280,RF,33.1,5.1,No,48535,,,,,,
11224280,RR,33.1,5.1,No,48535,,,,,,
20189240,LF,42.1,3.5,No,47080,,,,,,
20189240,LR,42.1,3.5,No,47080,,,,,,
20189240,RF,42.1,3.5,No,47080,,,,,,
20189240,RR,42.1,3.5,No,47080,,,,,,
14831024,LF,6.9,9.8,No,5702,,,,,,
14831024,LR,6.9,9.9,No,5702,,,,,,
14831024,RF,6.9,9.9,No,5702,,,,,,
14831024,RR,6.9,9.9,No,5702,,,,,,
5313171,LF,21.5,7.6,No,32147,,,,,,
5313171,LR,21.5,7.5,No,32147,,,,,,
5313171,RF,21.5,7.6,No,32147,,,,,,
5313171,RR,21.5,7.6,No,32147,,,,,,
2417301,LF,49.4,3.2,Yes,67709,,,,,,
2417301,LR,49.4,3.2,Yes,67709,,,,,,
2417301,RF,49.4,3.2,No,67709,,,,,,
2417301,RR,49.4,3.2,No,67709,,,,,,
14827879,LF,4.8,10.2,No,9859,,,,,,
14827879,LR,4.8,10.2,No,9859,,,,,,
14827879,RF,4.8,10.3,No,9859,,,,,,
14827879,RR,4.8,10.2,No,9859,,,,,,
1922015,LF,4.6,10.3,No,818,,,,,,
1922015,LR,4.6,10.3,No,818,,,,,,
1922015,RF,4.6,10.2,No,818,,,,,,
1922015,RR,4.6,10.2,No,818,,,,,,
6556967,LF,33.9,5.6,No,8114,,,,,,
6556967,LR,35.2,5.5,No,8114,,,,,,
6556967,RF,33.9,5.7,No,8114,,,,,,
6556967,RR,33.9,5.7,No,8114,,,,,,
18704767,LF,10.8,9.3,No,20111,,,,,,
18704767,LR,10.8,9.4,No,20111,,,,,,
18704767,RF,10.8,9.3,No,20111,,,,,,
18704767,RR,10.8,9.3,No,20111,,,,,,
20274616,LF,45.7,3.7,No,28245,,,,,,
20274616,LR,45.7,3.8,No,28245,,,,,,
20274616,RF,45.7,3.8,No,28245,,,,,,
20274616,RR,45.7,3.8,No,28245,,,,,,
21394402,LF,6.7,10.0,No,6765,,,,,,
21394402,LR,6.7,9.9,No,6765,,,,,,
21394402,RF,6.7,9.9,No,6765,,,,,,
21394402,RR,6.7,10.0,No,6765,,,,,,
15478224,LF,5.3,10.2,No,8310,,,,,,
15478224,LR,5.3,10.2,No,8310,,,,,,
15478224,RF,5.3,10.2,No,8310,,,,,,
15478224,RR,5.3,10.1,No,8310,,,,,,
2197536,LF,22.5,7.4,No,42147,,,,,,
2197536,LR,22.5,7.4,No,42147,,,,,,
2197536,RF,22.5,7.4,No,42147,,,,,,
2197536,RR,22.5,7.5,No,42147,,,,,,
5306110,LF,22.5,7.4,No,830,,,,,,
5306110,LR,22.5,7.4,No,830,,,,,,
5306110,RF,22.5,7.4,Yes,830,,,,,,
5306110,RR,22.5,7.4,No,830,,,,,,
13475281,LF,13.9,8.8,No,17939,,,,,,
13475281,LR,13.9,8.8,No,17939,,,,,,
13475281,RF,13.9,8.8,No,17939,,,,,,
13475281,RR,13.9,8.8,No,17939,,,,,,
6623860,LF,9.5,9.5,No,4521,,,,,,
6623860,LR,9.5,9.5,No,4521,,,,,,
6623860,RF,9.5,9.5,No,4521,,,,,,
6623860,RR,9.5,9.5,No,4521,,,,,,
8697102,LF,17.2,8.3,No,11172,,,,,,
8697102,LR,17.2,8.3,No,11172,,,,,,
8697102,RF,17.2,8.3,No,11172,,,,,,
8697102,RR,17.2,8.3,No,11172,,,,,,
3871044,LF,5.6,10.1,No,5567,,,,,,
3871044,LR,38.0,5.1,No,5567,,,,,,
3871044,RF,5.6,10.1,No,5567,,,,,,
3871044,RR,5.6,10.1,No,5567,,,,,,
21090849,LF,7.1,9.9,No,15617,,,,,,
21090849,LR,7.1,9.9,No,15617,,,,,,
21090849,RF,7.1,9.8,No,15617,,,,,,
21090849,RR,7.1,9.9,No,15617,,,,,,
16942330,LF,2.0,10.8,No,643,,,,,,
16942330,LR,2.0,10.7,No,643,,,,,,
16942330,RF,2.0,10.7,No,643,,,,,,
16942330,RR,2.0,10.6,No,643,,,,,,
16932086,LF,10.6,9.3,No,22567,,,,,,
16932086,LR,10.6,9.4,No,22567,,,,,,
16932086,RF,10.6,9.3,No,22567,,,,,,
16932086,RR,10.6,9.3,No,22567,,,,,,
12508729,LF,3.6,10.4,No,6689,,,,,,
12508729,LR,3.6,10.4,No,6689,,,,,,
12508729,RF,3.6,10.5,No,6689,,,,,,
12508729,RR,3.6,10.4,No,6689,,,,,,
19794918,LF,13.3,8.9,No,1015,,,,,,
19794918,LR,13.3,8.9,No,1015,,,,,,
19794918,RF,13.3,8.9,No,1015,,,,,,
19794918,RR,13.3,8.9,No,1015,,,,,,
15631082,LF,21.7,7.5,No,29946,,,,,,
15631082,LR,21.7,7.6,No,29946,,,,,,
15631082,RF,21.7,7.6,No,29946,,,,,,
15631082,RR,21.7,7.6,No,29946,,,,,,
14615080,LF,61.8,1.2,Yes,111546,,,,,,
14615080,LR,61.8,1.2,No,111546,,,,,,
14615080,RF,61.8,1.2,No,111546,,,,,,
14615080,RR,61.8,1.2,No,111546,,,,,,
18289324,LF,5.6,10.2,No,11761,,,,,,
18289324,LR,5.6,10.1,No,11761,,,,,,
18289324,RF,5.6,10.2,No,11761,,,,,,
18289324,RR,5.6,10.2,No,11761,,,,,,
4924060,LF,9.1,9.5,No,21597,,,,,,
4924060,LR,9.1,9.5,No,21597,,,,,,
4924060,RF,9.1,9.6,No,21597,,,,,,
4924060,RR,9.1,9.5,No,21597,,,,,,
18606361,LF,14.3,8.7,No,2481,,,,,,
18606361,LR,14.3,8.8,No,2481,,,,,,
18606361,RF,14.3,8.7,No,2481,,,,,,
18606361,RR,14.3,8.7,No,2481,,,,,,
18436752,LF,2.4,10.6,No,4110,,,,,,
18436752,LR,2.4,10.6,No,4110,,,,,,
18436752,RF,2.4,10.7,No,4110,,,,,,
18436752,RR,2.4,10.6,No,4110,,,,,,
18684341,LF,16.9,8.4,No,9524,,,,,,
18684341,LR,16.9,8.3,Yes,9524,,,,,,
18684341,RF,16.9,8.3,No,9524,,,,,,
18684341,RR,16.9,8.3,No,9524,,,,,,
2084542,LF,49.8,3.2,No,99908,,,,,,
2084542,LR,49.8,3.2,No,99908,,,,,,
2084542,RF,49.8,3.1,No,99908,,,,,,
2084542,RR,49.8,3.1,No,99908,,,,,,
770172,LF,16.5,8.4,No,20182,,,,,,
770172,LR,2.5,10.6,No,20182,,,,,,
770172,RF,16.5,8.4,No,20182,,,,,,
770172,RR,16.5,8.4,No,20182,,,,,,
20186367,LF,13.5,9.0,No,19626,,,,,,
20186367,LR,13.5,8.8,No,19626,,,,,,
20186367,RF,13.5,8.9,No,19626,,,,,,
20186367,RR,13.5,8.8,No,19626,,,,,,
10864301,LF,9.9,9.5,No,2391,,,,,,
10864301,LR,9.9,9.5,No,2391,,,,,,
10864301,RF,9.9,9.4,No,2391,,,,,,
10864301,RR,9.9,9.5,No,2391,,,,,,
13785839,LF,22.5,7.4,Yes,37894,,,,,,
13785839,LR,22.5,7.5,No,37894,,,,,,
13785839,RF,22.5,7.5,No,37894,,,,,,
13785839,RR,22.5,7.5,No,37894,,,,,,
15782095,LF,13.4,8.9,No,6525,,,,,,
15782095,LR,13.4,8.9,No,6525,,,,,,
15782095,RF,13.4,8.9,No,6525,,,,,,
15782095,RR,13.4,8.9,No,6525,,,,,,
18587802,LF,9.7,9.6,No,10350,,,,,,
18587802,LR,9.7,9.5,No,10350,,,,,,
18587802,RF,9.7,9.5,No,10350,,,,,,
18587802,RR,9.7,9.4,No,10350,,,,,,
18178648,LF,27.8,6.6,No,27571,,,,,,
18178648,LR,27.8,6.6,Yes,27571,,,,,,
18178648,RF,27.8,6.6,No,27571,,,,,,
18178648,RR,27.8,6.6,No,27571,,,,,,
7357037,LF,15.9,8.5,No,19807,,,,,,
7357037,LR,15.9,8.5,No,19807,,,,,,
7357037,RF,15.9,8.5,Yes,19807,,,,,,
7357037,RR,15.9,8.6,No,19807,,,,,,
19180476,LF,25.7,7.0,No,30369,,,,,,
19180476,LR,25.7,6.9,No,30369,,,,,,
19180476,RF,25.7,6.9,No,30369,,,,,,
19180476,RR,25.7,6.9,No,30369,,,,,,
9277438,LF,10.6,9.3,No,18472,,,,,,
9277438,LR,10.6,9.3,No,18472,,,,,,
9277438,RF,10.6,9.4,No,18472,,,,,,
9277438,RR,10.6,9.3,No,18472,,,,,,
7644236,LF,5.0,10.2,No,9271,,,,,,
7644236,LR,33.9,5.6,No,9271,,,,,,
7644236,RF,5.0,10.3,No,9271,,,,,,
7644236,RR,5.0,10.2,No,9271,,,,,,
5905210,LF,35.3,5.4,No,17840,,,,,,
5905210,LR,35.3,5.4,No,17840,,,,,,
5905210,RF,35.3,5.4,No,17840,,,,,,
5905210,RR,35.3,5.4,No,17840,,,,,,
3425249,LF,9.2,9.5,No,17978,,,,,,
3425249,LR,9.2,9.6,No,17978,,,,,,
3425249,RF,9.2,9.6,No,17978,,,,,,
3425249,RR,9.2,9.6,Yes,17978,,,,,,
2806582,LF,7.4,9.9,No,1522,,,,,,
2806582,LR,7.4,9.8,No,1522,,,,,,
2806582,RF,7.4,9.9,No,1522,,,,,,
2806582,RR,7.4,9.9,No,1522,,,,,,
17104466,LF,14.2,8.8,No,15975,,,,,,
17104466,LR,14.2,8.8,No,15975,,,,,,
17104466,RF,14.2,8.7,No,15975,,,,,,
17104466,RR,14.2,8.8,No,15975,,,,,,
13544475,LF,14.9,8.6,No,23789,,,,,,
13544475,LR,14.9,8.6,No,23789,,,,,,
13544475,RF,14.9,8.6,No,23789,,,,,,
13544475,RR,14.9,8.7,No,23789,,,,,,
688838,LF,23.0,7.4,No,14664,,,,,,
688838,LR,23.0,7.4,No,14664,,,,,,
688838,RF,23.0,7.4,No,14664,,,,,,
688838,RR,23.0,7.3,No,14664,,,,,,
1983945,LF,12.4,9.0,No,6797,,,,,,
1983945,LR,12.4,9.0,No,6797,,,,,,
1983945,RF,12.4,9.0,No,6797,,,,,,
1983945,RR,12.4,9.0,No,6797,,,,,,
